GeoName,Description,2012,2013,2014,2015,2016
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Printing and related support activities,"101,204 E",103273,112584,114522,115355
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Petroleum and coal products manufacturing,(D),(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Chemical manufacturing,"472,403 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",          Plastics and rubber products manufacturing,(D),(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Wholesale trade,5087280,(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Retail trade,4629159,4946656,5058824,5422257,5100588
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Motor vehicle and parts dealers,491827,529478,562581,618642,671173
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Furniture and home furnishings stores,"101,363 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Electronics and appliance stores,561225,557487,463411,485538,328628
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Building material and garden equipment and supplies dealers,235871,241911,244639,248815,268669
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Food and beverage stores,678697,698063,732252,822947,817894
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Health and personal care stores,294937,300802,299540,308655,330661
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Gasoline stations,55335,60230,65350,72868,79666
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Clothing and clothing accessories stores,298323,311846,322223,336446,337390
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Sporting goods, hobby, musical instrument, and book stores",105473,107632,128297,145230,138783
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        General merchandise stores,471209,481889,(D),523171,503994
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Miscellaneous store retailers,157992,159673,165878,162315,155089
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Nonstore retailers,"1,171,240 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Transportation and warehousing,(D),761244,817752,897659,987113
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Air transportation,54209,57704,60642,63708,64919
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Rail transportation,35563,31951,30349,33805,33013
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Water transportation,(D),(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Truck transportation,245864,291198,300543,311209,334968
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Transit and ground passenger transportation,"72,329 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Pipeline transportation,(D),(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Scenic and sightseeing transportation,(D),550,555,(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Support activities for transportation,103063,108935,120372,137212,(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Couriers and messengers,"120,595 E",(D),167169,(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Warehousing and storage,"50,377 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Information,13318122,16900427,19629046,(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Publishing industries (except Internet),"3,792,239 E",(D),(D),5809041,6577364
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Motion picture and sound recording industries,"138,775 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Broadcasting (except Internet),"163,268 E",(D),(D),154521,160400
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Internet publishing and broadcasting 4/,(NA),(NA),(NA),(NA),(NA)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Telecommunications,"930,793 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Data processing, hosting, and related services",1147552,1610376,1746190,1918686,1367049
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Other information services 4/,7142210,10267857,12541454,15509505,15387884
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Finance and insurance,3227505,3523030,3766140,4042070,4070641
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Monetary Authorities-central bank,0,0,(D),0,0
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Credit intermediation and related activities,1649854,1931536,2002642,2233261,2176818
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Securities, commodity contracts, and other financial investments and related activities","1,066,103 E",(D),1179305,1265920,1325154
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Insurance carriers and related activities,"503,416 E",(D),580754,535562,558884
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Funds, trusts, and other financial vehicles",285,1188,(D),7327,9785
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Real estate and rental and leasing,1032180,1004506,1101934,1199670,1289711
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Real estate,810325,809000,891519,993523,1074290
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Rental and leasing services,133114,132353,140677,134649,138432
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Lessors of nonfinancial intangible assets (except copyrighted works),88741,63153,69738,71498,76989
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","      Professional, scientific, and technical services",(D),(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Management of companies and enterprises,"1,713,171 E",(D),(D),(D),(D)
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Administrative and support and waste management and remediation services,4366911,3995404,4544417,5246884,5560278
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Administrative and support services,"4,172,600 E",(D),(D),(D),5334046
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Waste management and remediation services,"162,943 E",(D),(D),(D),226232
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Educational services,3153882,3378364,3600541,3912224,4197395
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Health care and social assistance,7277613,7756790,8208242,8848568,9373240
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Ambulatory health care services,3393135,3559646,3718400,3906529,4087774
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Hospitals,2572412,2751226,2960413,3300014,3532389
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Nursing and residential care facilities,553085,574363,588949,620760,655171
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Social assistance,758981,871555,940480,1021265,1097906
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","      Arts, entertainment, and recreation",689773,771086,844471,845117,919250
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Performing arts, spectator sports, and related industries","365,543 E",(D),462909,(D),503051
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Museums, historical sites, and similar institutions",22561,25794,29058,29677,33256
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Amusement, gambling, and recreation industries","295,012 E",(D),352504,(D),382943
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Accommodation and food services,1950133,2153151,2382936,2655545,2869234
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Accommodation,322686,344526,369565,411889,449809
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Food services and drinking places,1627447,1808625,2013371,2243656,2419425
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Other services (except public administration),1531540,1539000,1639018,1750455,1868204
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Repair and maintenance,414419,413102,432198,476934,498183
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Personal and laundry services,"289,104 E",283506,306278,344180,418354
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","        Religious, grantmaking, civic, professional, and similar organizations",682802,694912,730485,755512,788101
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Private households,"138,750 E",147480,170057,173829,163566
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",    Government and government enterprises,8911881,9144762,9656552,10133895,10736698
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","      Federal, civilian",1188398,1224146,1251827,1312073,1346528
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      Military,134589,131117,130180,134666,138004
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",      State and local,7588894,7789499,8274545,8687156,9252166
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        State government,"515,377 E",(D),(D),(D),648430
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",        Local government,"6,865,400 E","7,055,936 E","7,487,814 E","7,849,664 E",8603736
